id,rodada,data,horario,dia,mandante,visitante,vencedor,arena,mandante_placar,visitante_placar,estado_mandante,estado_visitante,estado_vencedor,perdedor,turno_dia,saldo_placar,pontos_mandante,pontos_visitante,temporada
6919,12,2017-07-10,20:00,segunda-feira,coritiba,sport,sport,couto pereira,0.0,3.0,pr,pe,pe,coritiba,noite,-3.0,0,3,temporada_2017
6920,13,2017-07-12,19:30,quarta-feira,ponte preta,bahia,bahia,moisés lucarelli,0.0,3.0,sp,ba,ba,ponte preta,noite,-3.0,0,3,temporada_2017
6921,13,2017-07-12,21:00,quarta-feira,fluminense,botafogo-rj,botafogo-rj,maracanã,0.0,1.0,rj,rj,rj,fluminense,noite,-1.0,0,3,temporada_2017
6922,13,2017-07-12,21:45,quarta-feira,palmeiras,corinthians,corinthians,palestra itália,0.0,2.0,sp,sp,sp,palmeiras,noite,-2.0,0,3,temporada_2017
6923,13,2017-07-12,21:45,quarta-feira,athlético-pr,cruzeiro,cruzeiro,arena da baixada,0.0,2.0,pr,mg,mg,athlético-pr,noite,-2.0,0,3,temporada_2017
6924,13,2017-07-12,19:30,quarta-feira,atlético-mg,santos,santos,independência,0.0,1.0,mg,sp,sp,atlético-mg,noite,-1.0,0,3,temporada_2017
6925,13,2017-07-12,21:45,quarta-feira,vitória,vasco,vasco,barradão,1.0,4.0,es,rj,rj,vitória,noite,-3.0,0,3,temporada_2017
6926,13,2017-07-13,19:30,quinta-feira,são paulo,atlético-go,-,morumbi,2.0,2.0,sp,go,-,-,noite,0.0,1,1,temporada_2017
6927,13,2017-07-13,21:00,quinta-feira,avaí,coritiba,coritiba,ressacada,1.0,4.0,sc,pr,pr,avaí,noite,-3.0,0,3,temporada_2017
6928,13,2017-07-13,19:30,quinta-feira,flamengo,grêmio,grêmio,luso brasileiro,0.0,1.0,rj,rs,rs,flamengo,noite,-1.0,0,3,temporada_2017
6929,13,2017-07-13,19:30,quinta-feira,sport,chapecoense,sport,arena pernambuco,3.0,0.0,pe,sc,pe,chapecoense,noite,3.0,3,0,temporada_2017
6930,14,2017-07-15,19:00,sábado,corinthians,athlético-pr,-,arena corinthians,2.0,2.0,sp,pr,-,-,noite,0.0,1,1,temporada_2017
6931,14,2017-07-16,19:00,domingo,bahia,avaí,-,pituaçu,1.0,1.0,ba,sc,-,-,noite,0.0,1,1,temporada_2017
6932,14,2017-07-16,16:00,domingo,cruzeiro,flamengo,-,mineirão,1.0,1.0,mg,rj,-,-,tarde,0.0,1,1,temporada_2017
6933,14,2017-07-16,16:00,domingo,vasco,santos,-,engenhão,0.0,0.0,rj,sp,-,-,tarde,0.0,1,1,temporada_2017
6934,14,2017-07-16,16:00,domingo,atlético-go,atlético-mg,atlético-mg,olímpico monumental,1.0,2.0,go,mg,mg,atlético-go,tarde,-1.0,0,3,temporada_2017
6935,14,2017-07-16,16:00,domingo,chapecoense,são paulo,chapecoense,arena condá,2.0,0.0,sc,sp,sc,são paulo,tarde,2.0,3,0,temporada_2017
6936,14,2017-07-16,19:00,domingo,coritiba,fluminense,fluminense,couto pereira,1.0,2.0,pr,rj,rj,coritiba,noite,-1.0,0,3,temporada_2017
6937,14,2017-07-16,16:00,domingo,grêmio,ponte preta,grêmio,arena do grêmio,3.0,1.0,rs,sp,rs,ponte preta,tarde,2.0,3,0,temporada_2017
6938,14,2017-07-16,11:00,domingo,palmeiras,vitória,palmeiras,palestra itália,4.0,2.0,sp,es,sp,vitória,manhã,2.0,3,0,temporada_2017
6939,14,2017-07-17,20:00,segunda-feira,botafogo-rj,sport,botafogo-rj,engenhão,2.0,1.0,rj,pe,rj,sport,noite,1.0,3,0,temporada_2017
6940,15,2017-07-19,21:00,quarta-feira,avaí,corinthians,-,ressacada,0.0,0.0,sc,sp,-,-,noite,0.0,1,1,temporada_2017
6941,15,2017-07-19,21:45,quarta-feira,flamengo,palmeiras,-,luso brasileiro,2.0,2.0,rj,sp,-,-,noite,0.0,1,1,temporada_2017
6942,15,2017-07-19,21:45,quarta-feira,atlético-mg,bahia,bahia,independência,0.0,2.0,mg,ba,ba,atlético-mg,noite,-2.0,0,3,temporada_2017
6943,15,2017-07-19,19:30,quarta-feira,vitória,grêmio,grêmio,barradão,1.0,3.0,es,rs,rs,vitória,noite,-2.0,0,3,temporada_2017
6944,15,2017-07-19,21:00,quarta-feira,ponte preta,coritiba,ponte preta,moisés lucarelli,4.0,0.0,sp,pr,sp,coritiba,noite,4.0,3,0,temporada_2017
6945,15,2017-07-19,19:30,quarta-feira,santos,chapecoense,santos,vila belmiro,1.0,0.0,sp,sc,sp,chapecoense,noite,1.0,3,0,temporada_2017
6946,15,2017-07-19,21:45,quarta-feira,são paulo,vasco,são paulo,morumbi,1.0,0.0,sp,rj,sp,vasco,noite,1.0,3,0,temporada_2017
6947,15,2017-07-20,21:00,quinta-feira,athlético-pr,botafogo-rj,-,arena da baixada,0.0,0.0,pr,rj,-,-,noite,0.0,1,1,temporada_2017
6948,15,2017-07-20,19:30,quinta-feira,fluminense,cruzeiro,-,edson passos,1.0,1.0,rj,mg,-,-,noite,0.0,1,1,temporada_2017
6949,15,2017-07-20,20:00,quinta-feira,sport,atlético-go,sport,ilha do retiro,4.0,0.0,pe,go,pe,atlético-go,noite,4.0,3,0,temporada_2017
6950,16,2017-07-22,16:00,sábado,vitória,chapecoense,chapecoense,barradão,1.0,2.0,es,sc,sc,vitória,tarde,-1.0,0,3,temporada_2017
6951,16,2017-07-22,19:00,sábado,flamengo,coritiba,flamengo,luso brasileiro,2.0,1.0,rj,pr,rj,coritiba,noite,1.0,3,0,temporada_2017
6952,16,2017-07-23,19:00,domingo,atlético-go,botafogo-rj,-,olímpico monumental,1.0,1.0,go,rj,-,-,noite,0.0,1,1,temporada_2017
6953,16,2017-07-23,16:00,domingo,avaí,cruzeiro,avaí,ressacada,1.0,0.0,sc,mg,sc,cruzeiro,tarde,1.0,3,0,temporada_2017
6954,16,2017-07-23,16:00,domingo,fluminense,corinthians,corinthians,maracanã,0.0,1.0,rj,sp,sp,fluminense,tarde,-1.0,0,3,temporada_2017
6955,16,2017-07-23,16:00,domingo,sport,palmeiras,palmeiras,arena pernambuco,0.0,2.0,pe,sp,sp,sport,tarde,-2.0,0,3,temporada_2017
6956,16,2017-07-23,19:00,domingo,athlético-pr,ponte preta,ponte preta,arena da baixada,0.0,2.0,pr,sp,sp,athlético-pr,noite,-2.0,0,3,temporada_2017
6957,16,2017-07-23,11:00,domingo,santos,bahia,santos,pacaembu,3.0,0.0,sp,ba,sp,bahia,manhã,3.0,3,0,temporada_2017
6958,16,2017-07-23,19:00,domingo,atlético-mg,vasco,vasco,independência,1.0,2.0,mg,rj,rj,atlético-mg,noite,-1.0,0,3,temporada_2017
6959,16,2017-07-24,20:00,segunda-feira,são paulo,grêmio,-,morumbi,1.0,1.0,sp,rs,-,-,noite,0.0,1,1,temporada_2017
6960,17,2017-07-29,19:00,sábado,palmeiras,avaí,palmeiras,palestra itália,2.0,0.0,sp,sc,sp,avaí,noite,2.0,3,0,temporada_2017
6961,17,2017-07-29,16:00,sábado,botafogo-rj,são paulo,são paulo,engenhão,3.0,4.0,rj,sp,sp,botafogo-rj,tarde,-1.0,0,3,temporada_2017
6962,17,2017-07-30,16:00,domingo,corinthians,flamengo,-,arena corinthians,1.0,1.0,sp,rj,-,-,tarde,0.0,1,1,temporada_2017
6963,17,2017-07-30,19:00,domingo,grêmio,santos,-,arena do grêmio,1.0,1.0,rs,sp,-,-,noite,0.0,1,1,temporada_2017
6964,17,2017-07-30,19:00,domingo,cruzeiro,vitória,-,mineirão,0.0,0.0,mg,es,-,-,noite,0.0,1,1,temporada_2017
6965,17,2017-07-30,11:00,domingo,chapecoense,atlético-go,atlético-go,arena condá,1.0,2.0,sc,go,go,chapecoense,manhã,-1.0,0,3,temporada_2017
6966,17,2017-07-30,16:00,domingo,coritiba,atlético-mg,atlético-mg,couto pereira,0.0,2.0,pr,mg,mg,coritiba,tarde,-2.0,0,3,temporada_2017
6967,17,2017-07-30,16:00,domingo,bahia,sport,sport,fonte nova,1.0,3.0,ba,pe,pe,bahia,tarde,-2.0,0,3,temporada_2017
6968,17,2017-07-31,20:00,segunda-feira,vasco,athlético-pr,athlético-pr,raulino de oliveira,0.0,1.0,rj,pr,pr,vasco,noite,-1.0,0,3,temporada_2017
6969,18,2017-08-02,19:30,quarta-feira,chapecoense,bahia,-,arena condá,1.0,1.0,sc,ba,-,-,noite,0.0,1,1,temporada_2017
6970,18,2017-08-02,19:30,quarta-feira,sport,fluminense,-,ilha do retiro,2.0,2.0,pe,rj,-,-,noite,0.0,1,1,temporada_2017
6971,18,2017-08-02,21:00,quarta-feira,atlético-mg,corinthians,corinthians,mineirão,0.0,2.0,mg,sp,sp,atlético-mg,noite,-2.0,0,3,temporada_2017
6972,18,2017-08-02,21:45,quarta-feira,atlético-go,grêmio,grêmio,olímpico monumental,0.0,1.0,go,rs,rs,atlético-go,noite,-1.0,0,3,temporada_2017
6973,18,2017-08-02,21:45,quarta-feira,botafogo-rj,palmeiras,palmeiras,engenhão,1.0,2.0,rj,sp,sp,botafogo-rj,noite,-1.0,0,3,temporada_2017
6974,18,2017-08-02,21:45,quarta-feira,santos,flamengo,santos,pacaembu,3.0,2.0,sp,rj,sp,flamengo,noite,1.0,3,0,temporada_2017
6975,18,2017-08-02,21:00,quarta-feira,vitória,ponte preta,vitória,barradão,3.0,1.0,es,sp,es,ponte preta,noite,2.0,3,0,temporada_2017
6976,18,2017-08-03,19:30,quinta-feira,athlético-pr,avaí,athlético-pr,arena da baixada,5.0,0.0,pr,sc,pr,avaí,noite,5.0,3,0,temporada_2017
6977,18,2017-08-03,19:30,quinta-feira,são paulo,coritiba,coritiba,morumbi,1.0,2.0,sp,pr,pr,são paulo,noite,-1.0,0,3,temporada_2017
6978,18,2017-08-03,20:00,quinta-feira,vasco,cruzeiro,cruzeiro,raulino de oliveira,0.0,3.0,rj,mg,mg,vasco,noite,-3.0,0,3,temporada_2017
6979,19,2017-08-05,19:00,sábado,corinthians,sport,corinthians,arena corinthians,3.0,1.0,sp,pe,sp,sport,noite,2.0,3,0,temporada_2017
6980,19,2017-08-05,19:00,sábado,fluminense,atlético-go,fluminense,maracanã,3.0,1.0,rj,go,rj,atlético-go,noite,2.0,3,0,temporada_2017
6981,19,2017-08-06,16:00,domingo,cruzeiro,botafogo-rj,-,mineirão,0.0,0.0,mg,rj,-,-,tarde,0.0,1,1,temporada_2017
6982,19,2017-08-06,19:00,domingo,avaí,santos,-,ressacada,0.0,0.0,sc,sp,-,-,noite,0.0,1,1,temporada_2017
6983,19,2017-08-06,19:00,domingo,ponte preta,vasco,-,moisés lucarelli,0.0,0.0,sp,rj,-,-,noite,0.0,1,1,temporada_2017
6984,19,2017-08-06,16:00,domingo,palmeiras,athlético-pr,athlético-pr,palestra itália,0.0,1.0,sp,pr,pr,palmeiras,tarde,-1.0,0,3,temporada_2017
6985,19,2017-08-06,16:00,domingo,bahia,são paulo,bahia,fonte nova,2.0,1.0,ba,sp,ba,são paulo,tarde,1.0,3,0,temporada_2017
6986,19,2017-08-06,16:00,domingo,coritiba,chapecoense,coritiba,couto pereira,2.0,0.0,pr,sc,pr,chapecoense,tarde,2.0,3,0,temporada_2017
6987,19,2017-08-06,16:00,domingo,grêmio,atlético-mg,grêmio,arena do grêmio,2.0,0.0,rs,mg,rs,atlético-mg,tarde,2.0,3,0,temporada_2017
6988,19,2017-08-06,11:00,domingo,flamengo,vitória,vitória,luso brasileiro,0.0,2.0,rj,es,es,flamengo,manhã,-2.0,0,3,temporada_2017
6989,17,2017-08-09,20:00,quarta-feira,ponte preta,fluminense,-,moisés lucarelli,0.0,0.0,sp,rj,-,-,noite,0.0,1,1,temporada_2017
6990,20,2017-08-12,16:00,sábado,atlético-go,coritiba,atlético-go,olímpico monumental,1.0,0.0,go,pr,go,coritiba,tarde,1.0,3,0,temporada_2017
6991,20,2017-08-12,19:00,sábado,vitória,avaí,avaí,barradão,0.0,1.0,es,sc,sc,vitória,noite,-1.0,0,3,temporada_2017
6992,20,2017-08-13,16:00,domingo,vasco,palmeiras,-,raulino de oliveira,1.0,1.0,rj,sp,-,-,tarde,0.0,1,1,temporada_2017
6993,20,2017-08-13,16:00,domingo,sport,ponte preta,-,ilha do retiro,0.0,0.0,pe,sp,-,-,tarde,0.0,1,1,temporada_2017
6994,20,2017-08-13,16:00,domingo,atlético-mg,flamengo,atlético-mg,independência,2.0,0.0,mg,rj,mg,flamengo,tarde,2.0,3,0,temporada_2017
6995,20,2017-08-13,19:00,domingo,athlético-pr,bahia,athlético-pr,arena da baixada,4.0,1.0,pr,ba,pr,bahia,noite,3.0,3,0,temporada_2017
6996,20,2017-08-13,19:00,domingo,botafogo-rj,grêmio,botafogo-rj,engenhão,1.0,0.0,rj,rs,rj,grêmio,noite,1.0,3,0,temporada_2017
6997,20,2017-08-13,11:00,domingo,são paulo,cruzeiro,são paulo,morumbi,3.0,2.0,sp,mg,sp,cruzeiro,manhã,1.0,3,0,temporada_2017
6998,20,2017-08-14,20:00,segunda-feira,santos,fluminense,-,pacaembu,0.0,0.0,sp,rj,-,-,noite,0.0,1,1,temporada_2017
6999,21,2017-08-19,19:00,sábado,flamengo,atlético-go,flamengo,luso brasileiro,2.0,0.0,rj,go,rj,atlético-go,noite,2.0,3,0,temporada_2017
7000,21,2017-08-19,16:00,sábado,corinthians,vitória,vitória,arena corinthians,0.0,1.0,sp,es,es,corinthians,tarde,-1.0,0,3,temporada_2017
7001,21,2017-08-20,11:00,domingo,grêmio,athlético-pr,-,arena do grêmio,0.0,0.0,rs,pr,-,-,manhã,0.0,1,1,temporada_2017
7002,21,2017-08-20,19:00,domingo,coritiba,santos,-,couto pereira,0.0,0.0,pr,sp,-,-,noite,0.0,1,1,temporada_2017
7003,21,2017-08-20,16:00,domingo,avaí,são paulo,-,ressacada,1.0,1.0,sc,sp,-,-,tarde,0.0,1,1,temporada_2017
7004,21,2017-08-20,16:00,domingo,bahia,vasco,bahia,fonte nova,3.0,0.0,ba,rj,ba,vasco,tarde,3.0,3,0,temporada_2017
7005,21,2017-08-20,19:00,domingo,palmeiras,chapecoense,chapecoense,palestra itália,0.0,2.0,sp,sc,sc,palmeiras,noite,-2.0,0,3,temporada_2017
7006,21,2017-08-20,16:00,domingo,cruzeiro,sport,cruzeiro,mineirão,2.0,0.0,mg,pe,mg,sport,tarde,2.0,3,0,temporada_2017
7007,21,2017-08-20,16:00,domingo,ponte preta,botafogo-rj,ponte preta,moisés lucarelli,2.0,1.0,sp,rj,sp,botafogo-rj,tarde,1.0,3,0,temporada_2017
7008,21,2017-08-21,20:00,segunda-feira,fluminense,atlético-mg,fluminense,maracanã,2.0,1.0,rj,mg,rj,atlético-mg,noite,1.0,3,0,temporada_2017
7009,20,2017-08-23,19:30,quarta-feira,chapecoense,corinthians,corinthians,arena condá,0.0,1.0,sc,sp,sp,chapecoense,noite,-1.0,0,3,temporada_2017
7010,22,2017-08-26,19:00,sábado,corinthians,atlético-go,atlético-go,arena corinthians,0.0,1.0,sp,go,go,corinthians,noite,-1.0,0,3,temporada_2017
7011,22,2017-08-26,16:00,sábado,fluminense,vasco,vasco,maracanã,0.0,1.0,rj,rj,rj,fluminense,tarde,-1.0,0,3,temporada_2017
7012,22,2017-08-27,19:00,domingo,cruzeiro,santos,-,mineirão,1.0,1.0,mg,sp,-,-,noite,0.0,1,1,temporada_2017
7013,22,2017-08-27,16:00,domingo,ponte preta,atlético-mg,atlético-mg,moisés lucarelli,1.0,2.0,sp,mg,mg,ponte preta,tarde,-1.0,0,3,temporada_2017
7014,22,2017-08-27,19:00,domingo,avaí,chapecoense,avaí,ressacada,1.0,0.0,sc,sc,sc,chapecoense,noite,1.0,3,0,temporada_2017
7015,22,2017-08-27,16:00,domingo,bahia,botafogo-rj,botafogo-rj,fonte nova,1.0,2.0,ba,rj,rj,bahia,tarde,-1.0,0,3,temporada_2017
7016,22,2017-08-27,16:00,domingo,flamengo,athlético-pr,flamengo,luso brasileiro,2.0,0.0,rj,pr,rj,athlético-pr,tarde,2.0,3,0,temporada_2017
7017,22,2017-08-27,16:00,domingo,palmeiras,são paulo,palmeiras,palestra itália,4.0,2.0,sp,sp,sp,são paulo,tarde,2.0,3,0,temporada_2017
7018,22,2017-08-28,20:00,segunda-feira,coritiba,vitória,vitória,couto pereira,0.0,1.0,pr,es,es,coritiba,noite,-1.0,0,3,temporada_2017
7019,22,2017-09-02,16:00,sábado,grêmio,sport,grêmio,arena do grêmio,5.0,0.0,rs,pe,rs,sport,tarde,5.0,3,0,temporada_2017
7020,23,2017-09-09,16:00,sábado,atlético-mg,palmeiras,-,independência,1.0,1.0,mg,sp,-,-,tarde,0.0,1,1,temporada_2017
7021,23,2017-09-09,19:00,sábado,são paulo,ponte preta,-,morumbi,2.0,2.0,sp,sp,-,-,noite,0.0,1,1,temporada_2017
7022,23,2017-09-09,18:00,sábado,vasco,grêmio,vasco,são januário,1.0,0.0,rj,rs,rj,grêmio,noite,1.0,3,0,temporada_2017
7023,23,2017-09-10,11:00,domingo,athlético-pr,coritiba,-,arena da baixada,1.0,1.0,pr,pr,-,-,manhã,0.0,1,1,temporada_2017
7024,23,2017-09-10,16:00,domingo,vitória,fluminense,-,barradão,2.0,2.0,es,rj,-,-,tarde,0.0,1,1,temporada_2017
7025,23,2017-09-10,16:00,domingo,sport,avaí,avaí,ilha do retiro,0.0,1.0,pe,sc,sc,sport,tarde,-1.0,0,3,temporada_2017
7026,23,2017-09-10,19:00,domingo,botafogo-rj,flamengo,botafogo-rj,engenhão,2.0,0.0,rj,rj,rj,flamengo,noite,2.0,3,0,temporada_2017
7027,23,2017-09-10,19:00,domingo,chapecoense,cruzeiro,cruzeiro,arena condá,1.0,2.0,sc,mg,mg,chapecoense,noite,-1.0,0,3,temporada_2017
7028,23,2017-09-10,16:00,domingo,santos,corinthians,santos,vila belmiro,2.0,0.0,sp,sp,sp,corinthians,tarde,2.0,3,0,temporada_2017
7029,23,2017-09-11,20:00,segunda-feira,atlético-go,bahia,-,olímpico monumental,1.0,1.0,go,ba,-,-,noite,0.0,1,1,temporada_2017
7030,24,2017-09-16,21:00,sábado,ponte preta,atlético-go,atlético-go,moisés lucarelli,1.0,3.0,sp,go,go,ponte preta,noite,-2.0,0,3,temporada_2017
7031,24,2017-09-16,19:00,sábado,botafogo-rj,santos,botafogo-rj,engenhão,2.0,0.0,rj,sp,rj,santos,noite,2.0,3,0,temporada_2017
7032,24,2017-09-17,11:00,domingo,avaí,atlético-mg,-,ressacada,1.0,1.0,sc,mg,-,-,manhã,0.0,1,1,temporada_2017
7033,24,2017-09-17,16:00,domingo,athlético-pr,fluminense,athlético-pr,arena da baixada,3.0,1.0,pr,rj,pr,fluminense,tarde,2.0,3,0,temporada_2017
7034,24,2017-09-17,16:00,domingo,grêmio,chapecoense,chapecoense,arena do grêmio,0.0,1.0,rs,sc,sc,grêmio,tarde,-1.0,0,3,temporada_2017
7035,24,2017-09-17,16:00,domingo,corinthians,vasco,corinthians,arena corinthians,1.0,0.0,sp,rj,sp,vasco,tarde,1.0,3,0,temporada_2017
7036,24,2017-09-17,19:00,domingo,cruzeiro,bahia,cruzeiro,mineirão,1.0,0.0,mg,ba,mg,bahia,noite,1.0,3,0,temporada_2017
7037,24,2017-09-17,16:00,domingo,flamengo,sport,flamengo,luso brasileiro,2.0,0.0,rj,pe,rj,sport,tarde,2.0,3,0,temporada_2017
7038,24,2017-09-17,16:00,domingo,vitória,são paulo,são paulo,barradão,1.0,2.0,es,sp,sp,vitória,tarde,-1.0,0,3,temporada_2017
7039,24,2017-09-18,20:00,segunda-feira,palmeiras,coritiba,palmeiras,pacaembu,1.0,0.0,sp,pr,sp,coritiba,noite,1.0,3,0,temporada_2017
7040,25,2017-09-23,19:00,sábado,flamengo,avaí,-,luso brasileiro,1.0,1.0,rj,sc,-,-,noite,0.0,1,1,temporada_2017
7041,25,2017-09-23,21:00,sábado,santos,athlético-pr,santos,vila belmiro,1.0,0.0,sp,pr,sp,athlético-pr,noite,1.0,3,0,temporada_2017
7042,25,2017-09-24,11:00,domingo,são paulo,corinthians,-,morumbi,1.0,1.0,sp,sp,-,-,manhã,0.0,1,1,temporada_2017
7043,25,2017-09-24,19:00,domingo,bahia,grêmio,bahia,fonte nova,1.0,0.0,ba,rs,ba,grêmio,noite,1.0,3,0,temporada_2017
7044,25,2017-09-24,16:00,domingo,coritiba,botafogo-rj,botafogo-rj,couto pereira,2.0,3.0,pr,rj,rj,coritiba,tarde,-1.0,0,3,temporada_2017
7045,25,2017-09-24,16:00,domingo,chapecoense,ponte preta,chapecoense,arena condá,1.0,0.0,sc,sp,sc,ponte preta,tarde,1.0,3,0,temporada_2017
7046,25,2017-09-24,16:00,domingo,atlético-go,cruzeiro,cruzeiro,olímpico monumental,1.0,2.0,go,mg,mg,atlético-go,tarde,-1.0,0,3,temporada_2017
7047,25,2017-09-24,16:00,domingo,fluminense,palmeiras,palmeiras,maracanã,0.0,1.0,rj,sp,sp,fluminense,tarde,-1.0,0,3,temporada_2017
7048,25,2017-09-24,19:00,domingo,atlético-mg,vitória,vitória,independência,1.0,3.0,mg,es,es,atlético-mg,noite,-2.0,0,3,temporada_2017
7049,25,2017-09-25,20:00,segunda-feira,sport,vasco,-,ilha do retiro,1.0,1.0,pe,rj,-,-,noite,0.0,1,1,temporada_2017
7050,26,2017-09-30,16:00,sábado,vasco,chapecoense,-,são januário,1.0,1.0,rj,sc,-,-,tarde,0.0,1,1,temporada_2017
7051,26,2017-09-30,16:00,sábado,bahia,coritiba,-,fonte nova,1.0,1.0,ba,pr,-,-,tarde,0.0,1,1,temporada_2017
7052,26,2017-09-30,19:00,sábado,palmeiras,santos,santos,palestra itália,0.0,1.0,sp,sp,sp,palmeiras,noite,-1.0,0,3,temporada_2017
7053,26,2017-10-01,16:00,domingo,cruzeiro,corinthians,-,mineirão,1.0,1.0,mg,sp,-,-,tarde,0.0,1,1,temporada_2017
7054,26,2017-10-01,16:00,domingo,avaí,atlético-go,atlético-go,ressacada,0.0,2.0,sc,go,go,avaí,tarde,-2.0,0,3,temporada_2017
7055,26,2017-10-01,19:00,domingo,athlético-pr,atlético-mg,atlético-mg,arena da baixada,0.0,2.0,pr,mg,mg,athlético-pr,noite,-2.0,0,3,temporada_2017
7056,26,2017-10-01,16:00,domingo,grêmio,fluminense,grêmio,arena do grêmio,1.0,0.0,rs,rj,rs,fluminense,tarde,1.0,3,0,temporada_2017
7057,26,2017-10-01,16:00,domingo,são paulo,sport,são paulo,morumbi,1.0,0.0,sp,pe,sp,sport,tarde,1.0,3,0,temporada_2017
7058,26,2017-10-01,16:00,domingo,botafogo-rj,vitória,vitória,engenhão,2.0,3.0,rj,es,es,botafogo-rj,tarde,-1.0,0,3,temporada_2017
7059,26,2017-10-02,20:00,segunda-feira,ponte preta,flamengo,ponte preta,moisés lucarelli,1.0,0.0,sp,rj,sp,flamengo,noite,1.0,3,0,temporada_2017
7060,28,2017-10-07,16:00,sábado,cruzeiro,ponte preta,cruzeiro,mineirão,2.0,1.0,mg,sp,mg,ponte preta,tarde,1.0,3,0,temporada_2017
7061,27,2017-10-11,19:30,quarta-feira,athlético-pr,atlético-go,-,arena da baixada,2.0,2.0,pr,go,-,-,noite,0.0,1,1,temporada_2017
7062,27,2017-10-11,21:45,quarta-feira,atlético-mg,são paulo,atlético-mg,independência,1.0,0.0,mg,sp,mg,são paulo,noite,1.0,3,0,temporada_2017
7063,27,2017-10-11,19:30,quarta-feira,botafogo-rj,chapecoense,botafogo-rj,engenhão,2.0,1.0,rj,sc,rj,chapecoense,noite,1.0,3,0,temporada_2017
7064,27,2017-10-11,21:00,quarta-feira,corinthians,coritiba,corinthians,arena corinthians,3.0,1.0,sp,pr,sp,coritiba,noite,2.0,3,0,temporada_2017
7065,27,2017-10-11,21:45,quarta-feira,grêmio,cruzeiro,cruzeiro,arena do grêmio,0.0,1.0,rs,mg,mg,grêmio,noite,-1.0,0,3,temporada_2017
7066,27,2017-10-11,21:45,quarta-feira,avaí,vasco,vasco,ressacada,1.0,2.0,sc,rj,rj,avaí,noite,-1.0,0,3,temporada_2017
7067,27,2017-10-12,21:00,quinta-feira,palmeiras,bahia,-,pacaembu,2.0,2.0,sp,ba,-,-,noite,0.0,1,1,temporada_2017
7068,27,2017-10-12,17:00,quinta-feira,flamengo,fluminense,-,maracanã,1.0,1.0,rj,rj,-,-,tarde,0.0,1,1,temporada_2017
7069,27,2017-10-12,17:00,quinta-feira,ponte preta,santos,-,moisés lucarelli,1.0,1.0,sp,sp,-,-,tarde,0.0,1,1,temporada_2017
7070,27,2017-10-12,17:00,quinta-feira,vitória,sport,sport,barradão,1.0,2.0,es,pe,pe,vitória,tarde,-1.0,0,3,temporada_2017
7071,28,2017-10-14,21:00,sábado,são paulo,athlético-pr,são paulo,pacaembu,2.0,1.0,sp,pr,sp,athlético-pr,noite,1.0,3,0,temporada_2017
7072,28,2017-10-14,19:00,sábado,vasco,botafogo-rj,vasco,maracanã,1.0,0.0,rj,rj,rj,botafogo-rj,noite,1.0,3,0,temporada_2017
7073,28,2017-10-15,17:00,domingo,sport,atlético-mg,-,ilha do retiro,1.0,1.0,pe,mg,-,-,tarde,0.0,1,1,temporada_2017
7074,28,2017-10-15,19:00,domingo,bahia,corinthians,bahia,fonte nova,2.0,0.0,ba,sp,ba,corinthians,noite,2.0,3,0,temporada_2017
7075,28,2017-10-15,17:00,domingo,chapecoense,flamengo,flamengo,arena condá,0.0,1.0,sc,rj,rj,chapecoense,tarde,-1.0,0,3,temporada_2017
7076,28,2017-10-15,17:00,domingo,fluminense,avaí,fluminense,maracanã,1.0,0.0,rj,sc,rj,avaí,tarde,1.0,3,0,temporada_2017
7077,28,2017-10-15,19:00,domingo,coritiba,grêmio,grêmio,couto pereira,0.0,1.0,pr,rs,rs,coritiba,noite,-1.0,0,3,temporada_2017
7078,28,2017-10-15,17:00,domingo,atlético-go,palmeiras,palmeiras,olímpico monumental,1.0,3.0,go,sp,sp,atlético-go,tarde,-2.0,0,3,temporada_2017
7079,28,2017-10-16,20:00,segunda-feira,santos,vitória,-,pacaembu,2.0,2.0,sp,es,-,-,noite,0.0,1,1,temporada_2017
7080,29,2017-10-18,21:45,quarta-feira,avaí,botafogo-rj,-,ressacada,1.0,1.0,sc,rj,-,-,noite,0.0,1,1,temporada_2017
7081,29,2017-10-18,21:45,quarta-feira,corinthians,grêmio,-,arena corinthians,0.0,0.0,sp,rs,-,-,noite,0.0,1,1,temporada_2017
7082,29,2017-10-18,21:00,quarta-feira,atlético-mg,chapecoense,chapecoense,independência,2.0,3.0,mg,sc,sc,atlético-mg,noite,-1.0,0,3,temporada_2017
7083,29,2017-10-18,19:30,quarta-feira,coritiba,cruzeiro,coritiba,couto pereira,1.0,0.0,pr,mg,pr,cruzeiro,noite,1.0,3,0,temporada_2017
7084,29,2017-10-18,21:45,quarta-feira,fluminense,são paulo,fluminense,maracanã,3.0,1.0,rj,sp,rj,são paulo,noite,2.0,3,0,temporada_2017
7085,29,2017-10-18,19:30,quarta-feira,atlético-go,vasco,vasco,serra dourada,0.0,1.0,go,rj,rj,atlético-go,noite,-1.0,0,3,temporada_2017
7086,29,2017-10-19,21:00,quinta-feira,sport,santos,-,ilha do retiro,1.0,1.0,pe,sp,-,-,noite,0.0,1,1,temporada_2017
7087,29,2017-10-19,20:00,quinta-feira,vitória,athlético-pr,athlético-pr,barradão,2.0,3.0,es,pr,pr,vitória,noite,-1.0,0,3,temporada_2017
7088,29,2017-10-19,21:00,quinta-feira,flamengo,bahia,flamengo,luso brasileiro,4.0,1.0,rj,ba,rj,bahia,noite,3.0,3,0,temporada_2017
