id,rodada,data,horario,dia,mandante,visitante,vencedor,arena,mandante_placar,visitante_placar,estado_mandante,estado_visitante,estado_vencedor,perdedor,turno_dia,saldo_placar,pontos_mandante,pontos_visitante,temporada
6749,33,2016-10-31,20:00,segunda-feira,américa-mg,são paulo,américa-mg,independência,1.0,0.0,mg,sp,mg,são paulo,noite,1.0,3,0,temporada_2016
6750,34,2016-11-05,17:00,sábado,flamengo,botafogo-rj,-,maracanã,0.0,0.0,rj,rj,-,-,tarde,0.0,1,1,temporada_2016
6751,34,2016-11-05,19:30,sábado,são paulo,corinthians,são paulo,morumbi,4.0,0.0,sp,sp,sp,corinthians,noite,4.0,3,0,temporada_2016
6752,34,2016-11-06,19:30,domingo,chapecoense,figueirense,chapecoense,arena condá,1.0,0.0,sc,sc,sc,figueirense,noite,1.0,3,0,temporada_2016
6753,34,2016-11-06,19:30,domingo,coritiba,atlético-mg,coritiba,couto pereira,2.0,0.0,pr,mg,pr,atlético-mg,noite,2.0,3,0,temporada_2016
6754,34,2016-11-06,17:00,domingo,cruzeiro,fluminense,cruzeiro,mineirão,4.0,2.0,mg,rj,mg,fluminense,tarde,2.0,3,0,temporada_2016
6755,34,2016-11-06,17:00,domingo,palmeiras,internacional,palmeiras,palestra itália,1.0,0.0,sp,rs,sp,internacional,tarde,1.0,3,0,temporada_2016
6756,34,2016-11-06,17:00,domingo,santa cruz,américa-mg,santa cruz,arruda,1.0,0.0,pe,mg,pe,américa-mg,tarde,1.0,3,0,temporada_2016
6757,34,2016-11-06,11:00,domingo,ponte preta,santos,santos,moisés lucarelli,1.0,2.0,sp,sp,sp,ponte preta,manhã,-1.0,0,3,temporada_2016
6758,34,2016-11-06,17:00,domingo,vitória,athlético-pr,vitória,barradão,3.0,2.0,es,pr,es,athlético-pr,tarde,1.0,3,0,temporada_2016
6759,34,2016-11-07,20:00,segunda-feira,grêmio,sport,sport,arena do grêmio,0.0,3.0,rs,pe,pe,grêmio,noite,-3.0,0,3,temporada_2016
6760,35,2016-11-15,17:00,terça-feira,fluminense,athlético-pr,-,maracanã,1.0,1.0,rj,pr,-,-,tarde,0.0,1,1,temporada_2016
6761,35,2016-11-16,21:45,quarta-feira,figueirense,corinthians,-,orlando scarpelli,1.0,1.0,sc,sp,-,-,noite,0.0,1,1,temporada_2016
6762,35,2016-11-16,19:30,quarta-feira,botafogo-rj,chapecoense,chapecoense,luso brasileiro,0.0,2.0,rj,sc,sc,botafogo-rj,noite,-2.0,0,3,temporada_2016
6763,35,2016-11-16,21:00,quarta-feira,coritiba,santa cruz,coritiba,couto pereira,1.0,0.0,pr,pe,pr,santa cruz,noite,1.0,3,0,temporada_2016
6764,35,2016-11-16,21:45,quarta-feira,sport,cruzeiro,cruzeiro,ilha do retiro,0.0,1.0,pe,mg,mg,sport,noite,-1.0,0,3,temporada_2016
6765,35,2016-11-16,21:45,quarta-feira,américa-mg,flamengo,flamengo,mineirão,0.0,1.0,mg,rj,rj,américa-mg,noite,-1.0,0,3,temporada_2016
6766,35,2016-11-17,19:30,quinta-feira,são paulo,grêmio,-,morumbi,1.0,1.0,sp,rs,-,-,noite,0.0,1,1,temporada_2016
6767,35,2016-11-17,21:00,quinta-feira,atlético-mg,palmeiras,-,independência,1.0,1.0,mg,sp,-,-,noite,0.0,1,1,temporada_2016
6768,35,2016-11-17,21:00,quinta-feira,internacional,ponte preta,-,beira rio,1.0,1.0,rs,sp,-,-,noite,0.0,1,1,temporada_2016
6769,35,2016-11-17,19:30,quinta-feira,santos,vitória,santos,vila belmiro,3.0,2.0,sp,es,sp,vitória,noite,1.0,3,0,temporada_2016
6770,36,2016-11-20,19:30,domingo,santa cruz,atlético-mg,-,arruda,3.0,3.0,pe,mg,-,-,noite,0.0,1,1,temporada_2016
6771,36,2016-11-20,19:30,domingo,flamengo,coritiba,-,maracanã,2.0,2.0,rj,pr,-,-,noite,0.0,1,1,temporada_2016
6772,36,2016-11-20,17:00,domingo,cruzeiro,santos,-,mineirão,2.0,2.0,mg,sp,-,-,tarde,0.0,1,1,temporada_2016
6773,36,2016-11-20,17:00,domingo,athlético-pr,sport,athlético-pr,arena da baixada,2.0,0.0,pr,pe,pr,sport,tarde,2.0,3,0,temporada_2016
6774,36,2016-11-20,19:30,domingo,chapecoense,são paulo,chapecoense,arena condá,2.0,0.0,sc,sp,sc,são paulo,noite,2.0,3,0,temporada_2016
6775,36,2016-11-20,17:00,domingo,grêmio,américa-mg,grêmio,arena do grêmio,3.0,0.0,rs,mg,rs,américa-mg,tarde,3.0,3,0,temporada_2016
6776,36,2016-11-20,17:00,domingo,palmeiras,botafogo-rj,palmeiras,palestra itália,1.0,0.0,sp,rj,sp,botafogo-rj,tarde,1.0,3,0,temporada_2016
6777,36,2016-11-20,17:00,domingo,ponte preta,fluminense,ponte preta,moisés lucarelli,1.0,0.0,sp,rj,sp,fluminense,tarde,1.0,3,0,temporada_2016
6778,36,2016-11-20,17:00,domingo,vitória,figueirense,vitória,barradão,4.0,0.0,es,sc,es,figueirense,tarde,4.0,3,0,temporada_2016
6779,36,2016-11-21,20:00,segunda-feira,corinthians,internacional,corinthians,arena corinthians,1.0,0.0,sp,rs,sp,internacional,noite,1.0,3,0,temporada_2016
6780,37,2016-11-26,21:00,sábado,corinthians,athlético-pr,-,arena corinthians,0.0,0.0,sp,pr,-,-,noite,0.0,1,1,temporada_2016
6781,37,2016-11-26,20:00,sábado,botafogo-rj,ponte preta,-,luso brasileiro,1.0,1.0,rj,sp,-,-,noite,0.0,1,1,temporada_2016
6782,37,2016-11-26,20:00,sábado,américa-mg,sport,-,independência,2.0,2.0,mg,pe,-,-,noite,0.0,1,1,temporada_2016
6783,37,2016-11-27,19:30,domingo,figueirense,fluminense,figueirense,orlando scarpelli,1.0,0.0,sc,rj,sc,fluminense,noite,1.0,3,0,temporada_2016
6784,37,2016-11-27,17:00,domingo,flamengo,santos,flamengo,maracanã,2.0,0.0,rj,sp,rj,santos,tarde,2.0,3,0,temporada_2016
6785,37,2016-11-27,17:00,domingo,internacional,cruzeiro,internacional,beira rio,1.0,0.0,rs,mg,rs,cruzeiro,tarde,1.0,3,0,temporada_2016
6786,37,2016-11-27,17:00,domingo,palmeiras,chapecoense,palmeiras,palestra itália,1.0,0.0,sp,sc,sp,chapecoense,tarde,1.0,3,0,temporada_2016
6787,37,2016-11-27,19:30,domingo,santa cruz,grêmio,santa cruz,arruda,5.0,1.0,pe,rs,pe,grêmio,noite,4.0,3,0,temporada_2016
6788,37,2016-11-27,17:00,domingo,atlético-mg,são paulo,são paulo,independência,1.0,2.0,mg,sp,sp,atlético-mg,tarde,-1.0,0,3,temporada_2016
6789,37,2016-11-28,20:00,segunda-feira,coritiba,vitória,vitória,couto pereira,0.0,1.0,pr,es,es,coritiba,noite,-1.0,0,3,temporada_2016
6790,38,2016-12-11,17:00,domingo,chapecoense,atlético-mg,-,arena condá,0.0,0.0,sc,mg,-,-,tarde,0.0,1,1,temporada_2016
6791,38,2016-12-11,17:00,domingo,athlético-pr,flamengo,-,arena da baixada,0.0,0.0,pr,rj,-,-,tarde,0.0,1,1,temporada_2016
6792,38,2016-12-11,17:00,domingo,fluminense,internacional,-,edson passos,1.0,1.0,rj,rs,-,-,tarde,0.0,1,1,temporada_2016
6793,38,2016-12-11,17:00,domingo,grêmio,botafogo-rj,botafogo-rj,arena do grêmio,0.0,1.0,rs,rj,rj,grêmio,tarde,-1.0,0,3,temporada_2016
6794,38,2016-12-11,17:00,domingo,cruzeiro,corinthians,cruzeiro,mineirão,3.0,2.0,mg,sp,mg,corinthians,tarde,1.0,3,0,temporada_2016
6795,38,2016-12-11,17:00,domingo,vitória,palmeiras,palmeiras,barradão,1.0,2.0,es,sp,sp,vitória,tarde,-1.0,0,3,temporada_2016
6796,38,2016-12-11,17:00,domingo,ponte preta,coritiba,ponte preta,moisés lucarelli,2.0,0.0,sp,pr,sp,coritiba,tarde,2.0,3,0,temporada_2016
6797,38,2016-12-11,17:00,domingo,santos,américa-mg,santos,vila belmiro,1.0,0.0,sp,mg,sp,américa-mg,tarde,1.0,3,0,temporada_2016
6798,38,2016-12-11,17:00,domingo,são paulo,santa cruz,são paulo,pacaembu,5.0,0.0,sp,pe,sp,santa cruz,tarde,5.0,3,0,temporada_2016
6799,38,2016-12-11,17:00,domingo,sport,figueirense,sport,ilha do retiro,2.0,0.0,pe,sc,pe,figueirense,tarde,2.0,3,0,temporada_2016
6800,1,2017-05-13,16:00,sábado,flamengo,atlético-mg,-,maracanã,1.0,1.0,rj,mg,-,-,tarde,0.0,1,1,temporada_2017
6801,1,2017-05-13,19:00,sábado,corinthians,chapecoense,-,arena corinthians,1.0,1.0,sp,sc,-,-,noite,0.0,1,1,temporada_2017
6802,1,2017-05-14,16:00,domingo,avaí,vitória,-,ressacada,0.0,0.0,sc,es,-,-,tarde,0.0,1,1,temporada_2017
6803,1,2017-05-14,16:00,domingo,bahia,athlético-pr,bahia,fonte nova,6.0,2.0,ba,pr,ba,athlético-pr,tarde,4.0,3,0,temporada_2017
6804,1,2017-05-14,16:00,domingo,cruzeiro,são paulo,cruzeiro,mineirão,1.0,0.0,mg,sp,mg,são paulo,tarde,1.0,3,0,temporada_2017
6805,1,2017-05-14,11:00,domingo,fluminense,santos,fluminense,maracanã,3.0,2.0,rj,sp,rj,santos,manhã,1.0,3,0,temporada_2017
6806,1,2017-05-14,19:00,domingo,grêmio,botafogo-rj,grêmio,arena do grêmio,2.0,0.0,rs,rj,rs,botafogo-rj,noite,2.0,3,0,temporada_2017
6807,1,2017-05-14,16:00,domingo,palmeiras,vasco,palmeiras,palestra itália,4.0,0.0,sp,rj,sp,vasco,tarde,4.0,3,0,temporada_2017
6808,1,2017-05-14,16:00,domingo,ponte preta,sport,ponte preta,moisés lucarelli,4.0,0.0,sp,pe,sp,sport,tarde,4.0,3,0,temporada_2017
6809,1,2017-05-15,20:00,segunda-feira,coritiba,atlético-go,coritiba,couto pereira,4.0,1.0,pr,go,pr,atlético-go,noite,3.0,3,0,temporada_2017
6810,2,2017-05-20,19:00,sábado,chapecoense,palmeiras,chapecoense,arena condá,1.0,0.0,sc,sp,sc,palmeiras,noite,1.0,3,0,temporada_2017
6811,2,2017-05-20,19:00,sábado,atlético-go,flamengo,flamengo,serra dourada,0.0,3.0,go,rj,rj,atlético-go,noite,-3.0,0,3,temporada_2017
6812,2,2017-05-20,16:00,sábado,santos,coritiba,santos,vila belmiro,1.0,0.0,sp,pr,sp,coritiba,tarde,1.0,3,0,temporada_2017
6813,2,2017-05-21,19:00,domingo,sport,cruzeiro,-,ilha do retiro,1.0,1.0,pe,mg,-,-,noite,0.0,1,1,temporada_2017
6814,2,2017-05-21,18:00,domingo,botafogo-rj,ponte preta,botafogo-rj,engenhão,2.0,0.0,rj,sp,rj,ponte preta,noite,2.0,3,0,temporada_2017
6815,2,2017-05-21,16:00,domingo,vitória,corinthians,corinthians,fonte nova,0.0,1.0,es,sp,sp,vitória,tarde,-1.0,0,3,temporada_2017
6816,2,2017-05-21,16:00,domingo,atlético-mg,fluminense,fluminense,independência,1.0,2.0,mg,rj,rj,atlético-mg,tarde,-1.0,0,3,temporada_2017
6817,2,2017-05-21,16:00,domingo,athlético-pr,grêmio,grêmio,arena da baixada,0.0,2.0,pr,rs,rs,athlético-pr,tarde,-2.0,0,3,temporada_2017
6818,2,2017-05-21,11:00,domingo,vasco,bahia,vasco,são januário,2.0,1.0,rj,ba,rj,bahia,manhã,1.0,3,0,temporada_2017
6819,2,2017-05-22,20:00,segunda-feira,são paulo,avaí,são paulo,morumbi,2.0,0.0,sp,sc,sp,avaí,noite,2.0,3,0,temporada_2017
6820,3,2017-05-27,21:00,sábado,vitória,coritiba,coritiba,fonte nova,0.0,1.0,es,pr,pr,vitória,noite,-1.0,0,3,temporada_2017
6821,3,2017-05-27,19:00,sábado,são paulo,palmeiras,são paulo,morumbi,2.0,0.0,sp,sp,sp,palmeiras,noite,2.0,3,0,temporada_2017
6822,3,2017-05-27,16:00,sábado,vasco,fluminense,vasco,são januário,3.0,2.0,rj,rj,rj,fluminense,tarde,1.0,3,0,temporada_2017
6823,3,2017-05-28,16:00,domingo,athlético-pr,flamengo,-,arena da baixada,1.0,1.0,pr,rj,-,-,tarde,0.0,1,1,temporada_2017
6824,3,2017-05-28,11:00,domingo,atlético-mg,ponte preta,-,independência,2.0,2.0,mg,sp,-,-,manhã,0.0,1,1,temporada_2017
6825,3,2017-05-28,19:00,domingo,botafogo-rj,bahia,botafogo-rj,engenhão,1.0,0.0,rj,ba,rj,bahia,noite,1.0,3,0,temporada_2017
6826,3,2017-05-28,16:00,domingo,atlético-go,corinthians,corinthians,serra dourada,0.0,1.0,go,sp,sp,atlético-go,tarde,-1.0,0,3,temporada_2017
6827,3,2017-05-28,16:00,domingo,santos,cruzeiro,cruzeiro,vila belmiro,0.0,1.0,sp,mg,mg,santos,tarde,-1.0,0,3,temporada_2017
6828,3,2017-05-28,18:00,domingo,sport,grêmio,sport,ilha do retiro,4.0,3.0,pe,rs,pe,grêmio,noite,1.0,3,0,temporada_2017
6829,3,2017-05-29,20:00,segunda-feira,chapecoense,avaí,chapecoense,arena condá,2.0,0.0,sc,sc,sc,avaí,noite,2.0,3,0,temporada_2017
6830,4,2017-06-03,19:00,sábado,corinthians,santos,corinthians,arena corinthians,2.0,0.0,sp,sp,sp,santos,noite,2.0,3,0,temporada_2017
6831,4,2017-06-03,16:00,sábado,coritiba,athlético-pr,coritiba,couto pereira,1.0,0.0,pr,pr,pr,athlético-pr,tarde,1.0,3,0,temporada_2017
6832,4,2017-06-03,18:00,sábado,fluminense,vitória,fluminense,maracanã,2.0,1.0,rj,es,rj,vitória,noite,1.0,3,0,temporada_2017
6833,4,2017-06-04,16:00,domingo,palmeiras,atlético-mg,-,palestra itália,0.0,0.0,sp,mg,-,-,tarde,0.0,1,1,temporada_2017
6834,4,2017-06-04,11:00,domingo,flamengo,botafogo-rj,-,raulino de oliveira,0.0,0.0,rj,rj,-,-,manhã,0.0,1,1,temporada_2017
6835,4,2017-06-04,11:00,domingo,avaí,sport,avaí,ressacada,1.0,0.0,sc,pe,sc,sport,manhã,1.0,3,0,temporada_2017
6836,4,2017-06-04,19:00,domingo,cruzeiro,chapecoense,chapecoense,mineirão,0.0,2.0,mg,sc,sc,cruzeiro,noite,-2.0,0,3,temporada_2017
6837,4,2017-06-04,16:00,domingo,grêmio,vasco,grêmio,arena do grêmio,2.0,0.0,rs,rj,rs,vasco,tarde,2.0,3,0,temporada_2017
6838,4,2017-06-04,16:00,domingo,ponte preta,são paulo,ponte preta,moisés lucarelli,1.0,0.0,sp,sp,sp,são paulo,tarde,1.0,3,0,temporada_2017
6839,4,2017-06-05,20:00,segunda-feira,bahia,atlético-go,bahia,fonte nova,3.0,0.0,ba,go,ba,atlético-go,noite,3.0,3,0,temporada_2017
6840,5,2017-06-06,20:00,terça-feira,fluminense,athlético-pr,-,maracanã,1.0,1.0,rj,pr,-,-,noite,0.0,1,1,temporada_2017
6841,5,2017-06-07,19:30,quarta-feira,atlético-mg,avaí,atlético-mg,independência,1.0,0.0,mg,sc,mg,avaí,noite,1.0,3,0,temporada_2017
6842,5,2017-06-07,21:45,quarta-feira,vasco,corinthians,corinthians,são januário,2.0,5.0,rj,sp,sp,vasco,noite,-3.0,0,3,temporada_2017
6843,5,2017-06-07,19:30,quarta-feira,coritiba,palmeiras,coritiba,couto pereira,1.0,0.0,pr,sp,pr,palmeiras,noite,1.0,3,0,temporada_2017
6844,5,2017-06-07,21:00,quarta-feira,santos,botafogo-rj,santos,pacaembu,1.0,0.0,sp,rj,sp,botafogo-rj,noite,1.0,3,0,temporada_2017
6845,5,2017-06-07,21:45,quarta-feira,sport,flamengo,sport,ilha do retiro,2.0,0.0,pe,rj,pe,flamengo,noite,2.0,3,0,temporada_2017
6846,5,2017-06-08,19:30,quinta-feira,atlético-go,ponte preta,atlético-go,olímpico monumental,3.0,0.0,go,sp,go,ponte preta,noite,3.0,3,0,temporada_2017
6847,5,2017-06-08,21:00,quinta-feira,bahia,cruzeiro,bahia,fonte nova,1.0,0.0,ba,mg,ba,cruzeiro,noite,1.0,3,0,temporada_2017
6848,5,2017-06-08,20:00,quinta-feira,chapecoense,grêmio,grêmio,arena condá,3.0,6.0,sc,rs,rs,chapecoense,noite,-3.0,0,3,temporada_2017
6849,5,2017-06-08,19:30,quinta-feira,são paulo,vitória,são paulo,morumbi,2.0,0.0,sp,es,sp,vitória,noite,2.0,3,0,temporada_2017
6850,6,2017-06-10,16:00,sábado,palmeiras,fluminense,palmeiras,palestra itália,3.0,1.0,sp,rj,sp,fluminense,tarde,2.0,3,0,temporada_2017
6851,6,2017-06-10,19:00,sábado,vasco,sport,vasco,são januário,2.0,1.0,rj,pe,rj,sport,noite,1.0,3,0,temporada_2017
6852,6,2017-06-11,11:00,domingo,botafogo-rj,coritiba,-,engenhão,2.0,2.0,rj,pr,-,-,manhã,0.0,1,1,temporada_2017
6853,6,2017-06-11,16:00,domingo,avaí,flamengo,-,ressacada,1.0,1.0,sc,rj,-,-,tarde,0.0,1,1,temporada_2017
6854,6,2017-06-11,16:00,domingo,corinthians,são paulo,corinthians,arena corinthians,3.0,2.0,sp,sp,sp,são paulo,tarde,1.0,3,0,temporada_2017
6855,6,2017-06-11,18:30,domingo,cruzeiro,atlético-go,cruzeiro,mineirão,2.0,0.0,mg,go,mg,atlético-go,noite,2.0,3,0,temporada_2017
6856,6,2017-06-11,16:00,domingo,ponte preta,chapecoense,ponte preta,moisés lucarelli,3.0,2.0,sp,sc,sp,chapecoense,tarde,1.0,3,0,temporada_2017
6857,6,2017-06-11,19:00,domingo,athlético-pr,santos,santos,arena da baixada,0.0,2.0,pr,sp,sp,athlético-pr,noite,-2.0,0,3,temporada_2017
6858,6,2017-06-11,16:00,domingo,vitória,atlético-mg,vitória,barradão,2.0,0.0,es,mg,es,atlético-mg,tarde,2.0,3,0,temporada_2017
6859,6,2017-06-12,20:00,segunda-feira,grêmio,bahia,grêmio,arena do grêmio,1.0,0.0,rs,ba,rs,bahia,noite,1.0,3,0,temporada_2017
6860,7,2017-06-14,19:30,quarta-feira,vitória,botafogo-rj,-,barradão,2.0,2.0,es,rj,-,-,noite,0.0,1,1,temporada_2017
6861,7,2017-06-14,19:30,quarta-feira,sport,são paulo,-,ilha do retiro,0.0,0.0,pe,sp,-,-,noite,0.0,1,1,temporada_2017
6862,7,2017-06-14,19:30,quarta-feira,atlético-go,avaí,atlético-go,olímpico monumental,3.0,1.0,go,sc,go,avaí,noite,2.0,3,0,temporada_2017
6863,7,2017-06-14,19:30,quarta-feira,atlético-mg,athlético-pr,athlético-pr,independência,0.0,1.0,mg,pr,pr,atlético-mg,noite,-1.0,0,3,temporada_2017
6864,7,2017-06-14,21:45,quarta-feira,chapecoense,vasco,chapecoense,arena condá,2.0,1.0,sc,rj,sc,vasco,noite,1.0,3,0,temporada_2017
6865,7,2017-06-14,21:45,quarta-feira,corinthians,cruzeiro,corinthians,arena corinthians,1.0,0.0,sp,mg,sp,cruzeiro,noite,1.0,3,0,temporada_2017
6866,7,2017-06-14,21:00,quarta-feira,flamengo,ponte preta,flamengo,luso brasileiro,2.0,0.0,rj,sp,rj,ponte preta,noite,2.0,3,0,temporada_2017
6867,7,2017-06-14,21:45,quarta-feira,santos,palmeiras,santos,vila belmiro,1.0,0.0,sp,sp,sp,palmeiras,noite,1.0,3,0,temporada_2017
6868,7,2017-06-15,16:00,quinta-feira,coritiba,bahia,-,couto pereira,0.0,0.0,pr,ba,-,-,tarde,0.0,1,1,temporada_2017
6869,7,2017-06-15,21:00,quinta-feira,fluminense,grêmio,grêmio,maracanã,0.0,2.0,rj,rs,rs,fluminense,noite,-2.0,0,3,temporada_2017
6870,8,2017-06-17,21:00,sábado,santos,ponte preta,-,pacaembu,0.0,0.0,sp,sp,-,-,noite,0.0,1,1,temporada_2017
6871,8,2017-06-17,16:00,sábado,atlético-go,athlético-pr,athlético-pr,olímpico monumental,0.0,1.0,go,pr,pr,atlético-go,tarde,-1.0,0,3,temporada_2017
6872,8,2017-06-17,19:00,sábado,vasco,avaí,vasco,são januário,1.0,0.0,rj,sc,rj,avaí,noite,1.0,3,0,temporada_2017
6873,8,2017-06-18,11:00,domingo,coritiba,corinthians,-,couto pereira,0.0,0.0,pr,sp,-,-,manhã,0.0,1,1,temporada_2017
6874,8,2017-06-18,16:00,domingo,fluminense,flamengo,-,maracanã,2.0,2.0,rj,rj,-,-,tarde,0.0,1,1,temporada_2017
6875,8,2017-06-18,16:00,domingo,são paulo,atlético-mg,atlético-mg,morumbi,1.0,2.0,sp,mg,mg,são paulo,tarde,-1.0,0,3,temporada_2017
6876,8,2017-06-18,16:00,domingo,chapecoense,botafogo-rj,botafogo-rj,arena condá,0.0,2.0,sc,rj,rj,chapecoense,tarde,-2.0,0,3,temporada_2017
6877,8,2017-06-18,16:00,domingo,bahia,palmeiras,palmeiras,fonte nova,2.0,4.0,ba,sp,sp,bahia,tarde,-2.0,0,3,temporada_2017
6878,8,2017-06-18,19:00,domingo,sport,vitória,vitória,ilha do retiro,1.0,3.0,pe,es,es,sport,noite,-2.0,0,3,temporada_2017
6879,8,2017-06-19,20:00,segunda-feira,cruzeiro,grêmio,-,mineirão,3.0,3.0,mg,rs,-,-,noite,0.0,1,1,temporada_2017
6880,9,2017-06-21,21:45,quarta-feira,atlético-mg,sport,-,independência,2.0,2.0,mg,pe,-,-,noite,0.0,1,1,temporada_2017
6881,9,2017-06-21,21:45,quarta-feira,athlético-pr,são paulo,athlético-pr,arena da baixada,1.0,0.0,pr,sp,pr,são paulo,noite,1.0,3,0,temporada_2017
6882,9,2017-06-21,21:00,quarta-feira,botafogo-rj,vasco,botafogo-rj,engenhão,3.0,1.0,rj,rj,rj,vasco,noite,2.0,3,0,temporada_2017
6883,9,2017-06-21,21:45,quarta-feira,avaí,fluminense,fluminense,ressacada,0.0,3.0,sc,rj,rj,avaí,noite,-3.0,0,3,temporada_2017
6884,9,2017-06-21,21:00,quarta-feira,palmeiras,atlético-go,palmeiras,palestra itália,1.0,0.0,sp,go,sp,atlético-go,noite,1.0,3,0,temporada_2017
6885,9,2017-06-21,19:30,quarta-feira,vitória,santos,santos,barradão,0.0,2.0,es,sp,sp,vitória,noite,-2.0,0,3,temporada_2017
6886,9,2017-06-22,19:30,quinta-feira,corinthians,bahia,corinthians,arena corinthians,3.0,0.0,sp,ba,sp,bahia,noite,3.0,3,0,temporada_2017
6887,9,2017-06-22,21:00,quinta-feira,flamengo,chapecoense,flamengo,luso brasileiro,5.0,1.0,rj,sc,rj,chapecoense,noite,4.0,3,0,temporada_2017
6888,9,2017-06-22,21:00,quinta-feira,grêmio,coritiba,grêmio,arena do grêmio,2.0,0.0,rs,pr,rs,coritiba,noite,2.0,3,0,temporada_2017
6889,9,2017-06-22,19:30,quinta-feira,ponte preta,cruzeiro,ponte preta,moisés lucarelli,1.0,0.0,sp,mg,sp,cruzeiro,noite,1.0,3,0,temporada_2017
6890,10,2017-06-24,19:00,sábado,santos,sport,sport,vila belmiro,0.0,1.0,sp,pe,pe,santos,noite,-1.0,0,3,temporada_2017
6891,10,2017-06-25,16:00,domingo,são paulo,fluminense,-,morumbi,1.0,1.0,sp,rj,-,-,tarde,0.0,1,1,temporada_2017
6892,10,2017-06-25,19:00,domingo,chapecoense,atlético-mg,atlético-mg,arena condá,0.0,1.0,sc,mg,mg,chapecoense,noite,-1.0,0,3,temporada_2017
6893,10,2017-06-25,16:00,domingo,athlético-pr,vitória,athlético-pr,arena da baixada,4.0,1.0,pr,es,pr,vitória,tarde,3.0,3,0,temporada_2017
6894,10,2017-06-25,16:00,domingo,grêmio,corinthians,corinthians,arena do grêmio,0.0,1.0,rs,sp,sp,grêmio,tarde,-1.0,0,3,temporada_2017
6895,10,2017-06-25,16:00,domingo,cruzeiro,coritiba,cruzeiro,mineirão,2.0,0.0,mg,pr,mg,coritiba,tarde,2.0,3,0,temporada_2017
6896,10,2017-06-25,18:30,domingo,bahia,flamengo,flamengo,fonte nova,0.0,1.0,ba,rj,rj,bahia,noite,-1.0,0,3,temporada_2017
6897,10,2017-06-25,16:00,domingo,ponte preta,palmeiras,palmeiras,moisés lucarelli,1.0,2.0,sp,sp,sp,ponte preta,tarde,-1.0,0,3,temporada_2017
6898,10,2017-06-25,11:00,domingo,vasco,atlético-go,vasco,são januário,1.0,0.0,rj,go,rj,atlético-go,manhã,1.0,3,0,temporada_2017
6899,10,2017-06-26,20:00,segunda-feira,botafogo-rj,avaí,avaí,engenhão,0.0,2.0,rj,sc,sc,botafogo-rj,noite,-2.0,0,3,temporada_2017
6900,11,2017-07-01,19:00,sábado,atlético-go,santos,-,olímpico monumental,1.0,1.0,go,sp,-,-,noite,0.0,1,1,temporada_2017
6901,11,2017-07-01,16:00,sábado,palmeiras,grêmio,palmeiras,pacaembu,1.0,0.0,sp,rs,sp,grêmio,tarde,1.0,3,0,temporada_2017
6902,11,2017-07-02,16:00,domingo,vitória,bahia,-,barradão,0.0,0.0,es,ba,-,-,tarde,0.0,1,1,temporada_2017
6903,11,2017-07-02,19:00,domingo,avaí,ponte preta,-,ressacada,0.0,0.0,sc,sp,-,-,noite,0.0,1,1,temporada_2017
6904,11,2017-07-02,19:00,domingo,coritiba,vasco,-,vila capanema,2.0,2.0,pr,rj,-,-,noite,0.0,1,1,temporada_2017
6905,11,2017-07-02,16:00,domingo,atlético-mg,cruzeiro,atlético-mg,independência,3.0,1.0,mg,mg,mg,cruzeiro,tarde,2.0,3,0,temporada_2017
6906,11,2017-07-02,16:00,domingo,corinthians,botafogo-rj,corinthians,arena corinthians,1.0,0.0,sp,rj,sp,botafogo-rj,tarde,1.0,3,0,temporada_2017
6907,11,2017-07-02,16:00,domingo,flamengo,são paulo,flamengo,luso brasileiro,2.0,0.0,rj,sp,rj,são paulo,tarde,2.0,3,0,temporada_2017
6908,11,2017-07-02,16:00,domingo,sport,athlético-pr,sport,ilha do retiro,1.0,0.0,pe,pr,pe,athlético-pr,tarde,1.0,3,0,temporada_2017
6909,11,2017-07-03,20:00,segunda-feira,fluminense,chapecoense,-,edson passos,3.0,3.0,rj,sc,-,-,noite,0.0,1,1,temporada_2017
6910,12,2017-07-08,19:00,sábado,corinthians,ponte preta,corinthians,arena corinthians,2.0,0.0,sp,sp,sp,ponte preta,noite,2.0,3,0,temporada_2017
6911,12,2017-07-08,18:00,sábado,vasco,flamengo,flamengo,são januário,0.0,1.0,rj,rj,rj,vasco,noite,-1.0,0,3,temporada_2017
6912,12,2017-07-08,16:00,sábado,atlético-go,vitória,vitória,olímpico monumental,1.0,2.0,go,es,es,atlético-go,tarde,-1.0,0,3,temporada_2017
6913,12,2017-07-09,19:00,domingo,botafogo-rj,atlético-mg,-,engenhão,1.0,1.0,rj,mg,-,-,noite,0.0,1,1,temporada_2017
6914,12,2017-07-09,11:00,domingo,chapecoense,athlético-pr,-,arena condá,1.0,1.0,sc,pr,-,-,manhã,0.0,1,1,temporada_2017
6915,12,2017-07-09,16:00,domingo,bahia,fluminense,-,fonte nova,1.0,1.0,ba,rj,-,-,tarde,0.0,1,1,temporada_2017
6916,12,2017-07-09,16:00,domingo,grêmio,avaí,avaí,arena do grêmio,0.0,2.0,rs,sc,sc,grêmio,tarde,-2.0,0,3,temporada_2017
6917,12,2017-07-09,16:00,domingo,cruzeiro,palmeiras,cruzeiro,mineirão,3.0,1.0,mg,sp,mg,palmeiras,tarde,2.0,3,0,temporada_2017
6918,12,2017-07-09,19:00,domingo,santos,são paulo,santos,vila belmiro,3.0,2.0,sp,sp,sp,são paulo,noite,1.0,3,0,temporada_2017
